STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,WND_direction_angle,WND_direction_quality_code,WND_type_code,WND_speed_rate,WND_speed_quality_code,CIG_ceiling_height,CIG_ceiling_quality_code,CIG_ceiling_determination_code,CIG_cavok_code,VIS_distance,VIS_distance_quality_code,VIS_variability_code,VIS_variability_quality_code,TMP_air_temperature,TMP_air_temperature_quality_code,DEW_dew_point,DEW_dew_point_quality_code,SLP_sea_level_pressure,SLP_sea_level_pressure_quality_code
72354403954,35.53417,-97.64694,395.3,2009-12-25T19:53:00,290,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0006,5,-0111,5,10126,5
72354403954,35.53417,-97.64694,395.3,2009-12-25T20:53:00,280,5,N,0088,5,22000,5,9,N,016093,5,N,5,+0017,5,-0111,5,10122,5
72354403954,35.53417,-97.64694,395.3,2009-12-25T21:53:00,270,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0028,5,-0111,5,10119,5
72354403954,35.53417,-97.64694,395.3,2009-12-25T22:53:00,270,5,N,0082,5,22000,5,9,N,016093,5,N,5,+0022,5,-0111,5,10121,5
72354403954,35.53417,-97.64694,395.3,2009-12-25T23:53:00,260,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0000,5,-0100,5,10127,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T00:53:00,260,5,N,0041,5,22000,5,9,N,016093,5,N,5,+0000,5,-0100,5,10133,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T01:53:00,270,5,N,0057,5,22000,5,9,N,016093,5,N,5,-0006,5,-0117,5,10139,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T02:53:00,260,5,N,0041,5,22000,5,9,N,016093,5,N,5,-0022,5,-0106,5,10140,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T03:53:00,270,5,N,0062,5,22000,5,9,N,016093,5,N,5,-0017,5,-0111,5,10145,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T04:53:00,280,5,N,0062,5,22000,5,9,N,016093,5,N,5,-0017,5,-0117,5,10148,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T05:53:00,270,5,N,0062,5,22000,5,9,N,016093,5,N,5,-0022,5,-0117,5,10148,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T05:59:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,99999,9
72354403954,35.53417,-97.64694,395.3,2009-12-26T06:53:00,280,5,N,0051,5,22000,5,9,N,016093,5,N,5,-0028,5,-0117,5,10151,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T07:53:00,260,5,N,0051,5,22000,5,9,N,016093,5,N,5,-0028,5,-0117,5,10152,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T08:53:00,240,5,N,0041,5,22000,5,9,N,016093,5,N,5,-0050,5,-0111,5,10152,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T09:53:00,250,5,N,0041,5,22000,5,9,N,016093,5,N,5,-0050,5,-0111,5,10151,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T10:53:00,250,5,N,0046,5,22000,5,9,N,016093,5,N,5,-0050,5,-0111,5,10148,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T11:53:00,250,5,N,0062,5,22000,5,9,N,016093,5,N,5,-0050,5,-0106,5,10153,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T12:53:00,250,5,N,0046,5,22000,5,9,N,016093,5,N,5,-0056,5,-0106,5,10158,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T13:53:00,260,5,N,0046,5,22000,5,9,N,016093,5,N,5,-0056,5,-0106,5,10162,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T14:53:00,260,5,N,0041,5,22000,5,9,N,016093,5,N,5,-0044,5,-0100,5,10168,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T15:53:00,280,5,N,0067,5,22000,5,9,N,016093,5,N,5,-0011,5,-0089,5,10172,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T16:53:00,280,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0000,5,-0089,5,10176,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T17:53:00,310,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0006,5,-0078,5,10176,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T18:53:00,300,5,N,0067,5,22000,5,9,N,016093,5,N,5,+0011,5,-0078,5,10169,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T19:53:00,290,5,N,0062,5,22000,5,9,N,016093,5,N,5,+0022,5,-0078,5,10164,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T20:53:00,300,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0022,5,-0078,5,10168,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T21:53:00,300,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0022,5,-0083,5,10171,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T22:53:00,300,5,N,0036,5,22000,5,9,N,016093,5,N,5,+0017,5,-0078,5,10174,5
72354403954,35.53417,-97.64694,395.3,2009-12-26T23:53:00,300,5,N,0015,5,22000,5,9,N,016093,5,N,5,-0006,5,-0078,5,10177,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T00:53:00,999,9,C,0000,5,22000,5,9,N,016093,5,N,5,-0033,5,-0089,5,10184,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T01:53:00,999,9,C,0000,5,22000,5,9,N,016093,5,N,5,-0050,5,-0089,5,10190,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T02:53:00,290,5,N,0031,5,22000,5,9,N,016093,5,N,5,-0039,5,-0089,5,10196,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T03:53:00,310,5,N,0041,5,22000,5,9,N,016093,5,N,5,-0022,5,-0083,5,10197,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T04:53:00,310,5,N,0036,5,22000,5,9,N,016093,5,N,5,-0028,5,-0083,5,10197,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T05:53:00,280,5,N,0026,5,22000,5,9,N,016093,5,N,5,-0044,5,-0089,5,10199,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T05:59:00,999,9,9,9999,9,99999,9,9,9,999999,9,9,9,+9999,9,+9999,9,99999,9
72354403954,35.53417,-97.64694,395.3,2009-12-27T06:53:00,260,5,N,0021,5,22000,5,9,N,016093,5,N,5,-0044,5,-0089,5,10195,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T07:53:00,260,5,N,0026,5,22000,5,9,N,016093,5,N,5,-0039,5,-0083,5,10198,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T08:53:00,280,5,N,0031,5,22000,5,9,N,016093,5,N,5,-0028,5,-0083,5,10198,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T09:53:00,260,5,N,0021,5,22000,5,9,N,016093,5,N,5,-0033,5,-0083,5,10198,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T10:53:00,310,5,N,0051,5,22000,5,9,N,016093,5,N,5,-0028,5,-0089,5,10199,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T11:53:00,300,5,N,0031,5,22000,5,9,N,016093,5,N,5,-0033,5,-0089,5,10205,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T12:53:00,300,5,N,0021,5,22000,5,9,N,016093,5,N,5,-0044,5,-0089,5,10217,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T13:53:00,310,5,N,0041,5,22000,5,9,N,016093,5,N,5,-0033,5,-0089,5,10222,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T14:53:00,320,5,N,0036,5,22000,5,9,N,016093,5,N,5,-0022,5,-0083,5,10230,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T15:53:00,310,5,N,0031,5,22000,5,9,N,016093,5,N,5,-0011,5,-0078,5,10237,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T16:53:00,310,5,N,0036,5,01097,5,M,N,016093,5,N,5,-0006,5,-0072,5,10240,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T17:53:00,320,5,N,0057,5,01036,5,M,N,016093,5,N,5,+0011,5,-0061,5,10240,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T18:53:00,340,5,N,0072,5,22000,5,9,N,016093,5,N,5,+0011,5,-0061,5,10240,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T18:56:00,340,5,N,0062,5,00914,5,M,N,016093,5,N,5,+0010,5,-0060,5,99999,9
72354403954,35.53417,-97.64694,395.3,2009-12-27T19:53:00,350,5,N,0051,5,00914,5,M,N,016093,5,N,5,+0017,5,-0056,5,10241,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T20:53:00,350,5,N,0051,5,22000,5,9,N,016093,5,N,5,+0017,5,-0061,5,10242,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T21:53:00,360,5,N,0046,5,22000,5,9,N,016093,5,N,5,+0017,5,-0056,5,10250,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T22:53:00,010,5,N,0031,5,22000,5,9,N,016093,5,N,5,+0011,5,-0056,5,10255,5
72354403954,35.53417,-97.64694,395.3,2009-12-27T23:53:00,020,5,N,0015,5,22000,5,9,N,016093,5,N,5,+0000,5,-0067,5,10261,5
72354403954,35.53417,-97.64694,395.3,2009-12-28T00:53:00,999,9,C,0000,5,22000,5,9,N,016093,5,N,5,-0011,5,-0061,5,10270,5
72354403954,35.53417,-97.64694,395.3,2009-12-28T01:53:00,020,5,N,0015,5,22000,5,9,N,016093,5,N,5,-0017,5,-0067,5,10276,5
72354403954,35.53417,-97.64694,395.3,2009-12-28T02:53:00,999,9,C,0000,5,22000,5,9,N,016093,5,N,5,-0050,5,-0083,5,10284,5
